CUI	               Name	               Odds ratio (ASD vs Non-psychiatric)	               Odds ratio (ASD vs Psychiatric)	               Frequency (%, positive, ASD)	               Frequency (%,negative, ASD)	               Frequency (%,positive, Non-psychiatric)	               Frequency (%,negative, Non-psychiatric)	               Frequency (%,positive, Psychiatric)	               Frequency (%,negative, Psychiatric)	               TUI	      
              Similarity	                Seed NER
C1839750	Repetitive, self-stimulatory behavior using upper limbs	118.0402	118.0402	1.3739	0.2561	0.1011	0.0759	0.0	0.0118	T033	0.5565	some self-stimulatory behavior
C0518192	Play behaviour	116.011	116.011	1.3506	0.0116	0.1896	0.0126	0.0118	0.0	T033	1.0	finger-play behavior
C2675334	Restrictive behavior, interests, and activities	106.153	106.153	4.7735	0.326	0.6195	0.0885	0.0472	0.0	T033	0.6183	restrictive behavior, interests, and activities
C0392185	Verbal repetition, NOS	105.8791	105.8791	1.2341	0.2678	0.1517	0.1138	0.0	0.0	T033	0.7718	verbal repetition
C0026106	Mental retardation, mild	97.7994	97.7994	1.141	0.0931	0.2781	0.0126	0.0118	0.0236	T048	1.0	mental retardation
C0517164	Develops close friendships	97.7994	97.7994	1.141	0.1281	0.0759	0.0126	0.0118	0.0	T033	0.8053	friendships
C4065488	demonstrated behavior stereotypy odd body postures	88.7225	88.7225	1.0362	0.1397	0.0885	0.0379	0.0	0.0	T033	0.5475	stereotypical motor behavior
C0038273	Stereotypic Movement Disorder	85.542	85.542	1.9793	0.6636	0.1896	0.1517	0.0236	0.0118	T048	0.7335	stereotypic movements
C0026351	Moderate intellectual disabilities	81.677	81.677	0.9547	0.0349	0.0759	0.0	0.0	0.0	T048	0.6704	mental retardation
C2189304	verbal communication difficulty following social rules	79.6649	79.6649	0.9314	0.0233	0.0759	0.0	0.0	0.0	T033	0.6938	verbal communication
C1827547	Repetitious behavior	78.4231	78.4231	10.0012	1.1526	1.5044	0.4425	0.1415	0.1061	T033	1.0	finger-play behavior
C0509795	Decrease limit setting as patient behavior approximates the desired behaviors	76.6528	76.6528	0.8965	0.0	0.7965	0.0	0.0	0.0	T058	0.5844	self-abusive behavior
C3840214	High-functioning autism	76.1348	76.1348	5.9145	0.1281	0.5436	0.0126	0.0825	0.0	T048	0.7499	autistic disorder
C1718229	Prefers change in daily routine	72.6342	72.6342	0.8499	0.0582	0.1391	0.0506	0.0	0.0	T033	0.5067	difficulty with changes in routine
C2987487	deficits	65.5851	65.5851	15.1356	0.5589	2.7939	0.3413	0.2712	0.0589	T080	0.5569	semantic-pragmatic impairment
C0233651	perseveration	61.5491	61.5491	8.0219	1.1061	1.2895	0.1517	0.1415	0.0236	T048	0.8389	motor perseveration
C1319130	Self-control behavior: aggression	59.7601	59.7601	2.0724	0.4191	0.5183	0.0253	0.0354	0.0	T033	0.678	aggressive behavior
C0589139	Rigidity of thinking	57.9986	57.9986	1.3506	0.1164	0.4551	0.0	0.0236	0.0	T041	0.6619	visual thinking
C0038271	Behaviors, Stereotyped	57.7214	57.7214	10.9326	1.8512	1.4918	0.8091	0.2122	0.0589	T055	1.0	finger-play behavior
C3810448	Cogwheel rigidity (in some patients)	56.6063	56.6063	0.6636	0.0	0.1517	0.0126	0.0118	0.0	T033	0.6054	rigidity of routines
C3151702	Limited facial expression	56.6063	56.6063	0.6636	0.0349	0.0126	0.0	0.0	0.0	T033	1.0	facial expression
C0475222	Ritualistic behavior (qualifier value)	56.6063	56.6063	0.6636	0.2911	0.2655	0.1391	0.0118	0.0236	T080	1.0	finger-play behavior
C0424270	Complex mannerisms - stereotype	55.6103	55.6103	0.652	0.2911	0.0506	0.0379	0.0	0.0	T033	0.5384	some self-stimulating verbal activity - stereotype behavior of naming letters & some numbers with articulation
C0856975	Autistic behavior	54.6145	54.6145	0.6404	0.0815	0.0126	0.0126	0.0118	0.0	T048	1.0	finger-play behavior
C2156813	deficiencies of nonverbal communication skills	53.6104	53.6104	0.6287	0.0116	0.1264	0.0	0.0	0.0	T033	0.6317	integrated verbal and nonverbal communication
C3553204	Speech and language regression	53.6104	53.6104	0.6287	0.0931	0.1011	0.0379	0.0	0.0	T033	0.6286	regression of language skills
C0086716	Behavior, Novelty-Seeking	52.6151	52.6151	0.6171	0.2445	0.1517	0.0885	0.0118	0.0	T055	0.8087	self-abusive behavior
C0026837	Rigidity, Muscle	52.0466	52.0466	11.9222	1.956	2.9204	0.6448	0.2594	0.0472	T184	0.6573	rigidity of routines
C0011768	Developmental receptive language disorder	50.6167	50.6167	0.5938	0.0349	0.0506	0.0126	0.0118	0.0118	T048	0.8448	receptive language
C0037420	Interaction, Social	49.5677	49.5677	3.3881	0.0815	0.5689	0.0506	0.0707	0.0118	T033	0.8786	spontaneous social interaction
C0233469	Blunting of affect	48.6191	48.6191	0.5705	0.0699	0.2655	0.0253	0.0118	0.0118	T048	0.5429	distant or preoccupied affect
C0474413	Problematic behavior in children	47.8842	47.8842	1.1177	0.0699	0.4172	0.0379	0.0236	0.0118	T048	0.6121	self-abusive behavior
C0036857	Severe intellectual disability	47.625	47.625	0.5589	0.0349	0.1138	0.0126	0.0118	0.0	T048	0.6704	mental retardation
C0015457	facial expression	47.1302	47.1302	1.6416	0.5239	0.2908	0.1391	0.0354	0.0118	T033	1.0	facial expression
C2372078	Initiating social interactions	46.6225	46.6225	0.5472	0.0116	0.0759	0.0	0.0	0.0	T054	0.8433	decreased social interactions
C0581878	Speech limited	46.6225	46.6225	0.5472	0.0233	0.0759	0.0	0.0118	0.0	T033	1.0	delayed; speech
C2018077	speech pragmatics	46.6225	46.6225	0.5472	0.0349	0.0885	0.0	0.0	0.0	T033	0.8655	delayed; speech
C4064201	restricted, repetitive, and stereotyped patterns	46.6225	46.6225	0.5472	0.0466	0.0632	0.0379	0.0118	0.0	T033	0.6472	stereotyped restricted and repetitive behavior
C2732653	Nonverbal learning disorder	45.6289	45.6289	0.5356	0.0233	0.2023	0.0126	0.0118	0.0118	T048	0.8531	learning disorders
C0814069	visuospatial ability	45.6289	45.6289	0.5356	0.0233	0.1896	0.0126	0.0118	0.0	T041	0.5959	problem solving ability
C0423906	Difficulty solving problems	45.0207	45.0207	2.5847	0.0	0.3287	0.0	0.0589	0.0	T033	0.7849	problem solving ability
C4274555	Difficulty using pragmatics in communication	44.6269	44.6269	0.5239	0.0	0.0506	0.0	0.0	0.0	T033	0.5448	non-verbal communication
C0038272	Stereotyping	43.8543	43.8543	1.0246	0.2212	0.177	0.1138	0.0236	0.0236	T041	0.7153	stereotyped phrases
C4063211	wms-iv visual working memory standard score	43.6337	43.6337	0.5123	0.0	0.1896	0.0	0.0	0.0	T033	0.7205	working memory
C1842032	Motor and vocal tics	43.6337	43.6337	0.5123	0.1281	0.6448	0.0885	0.0118	0.0118	T033	0.754	tics and mannerisms
C0577491	Difficulty playing	43.0582	43.0582	1.5019	0.2561	0.5815	0.1391	0.0354	0.0	T033	0.6605	not playing interactively
C0233520	behaviours destructive	42.6321	42.6321	0.5006	0.0466	0.2149	0.0253	0.0118	0.0236	T055	1.0	finger-play behavior
C0427144	toe-walking gait	42.6321	42.6321	0.5006	0.0349	0.0632	0.0253	0.0118	0.0	T033	1.0	toe-walking gait
C0018672	bangs head	42.3802	42.3802	1.4786	0.2794	0.2276	0.0126	0.0354	0.0118	T048	1.0	head banging
C0233622	Ritual compulsion	40.6469	40.6469	0.4774	0.0349	0.0632	0.0506	0.0	0.0	T048	0.5518	compulsion for jigsaw puzzles
C0006009	Borderline intellectual disability	39.6461	39.6461	0.4657	0.0233	0.0632	0.0126	0.0	0.0	T048	0.6704	mental retardation
C0858853	impulsive aggression	39.1743	39.1743	1.8163	0.1164	0.4678	0.0632	0.0472	0.0	T048	0.678	aggressive behavior
C0019937	Horner's syndrome	37.6537	37.6537	0.4424	0.0116	0.0632	0.0	0.0	0.0118	T047	0.8238	cri-du-chat syndrome
C1959866	Cognitive developmental delay	37.6537	37.6537	0.4424	0.0233	0.0885	0.0126	0.0118	0.0118	T048	0.5336	mental retardation
C3806126	Jaundice, intermittent (in some patients)	37.6537	37.6537	0.4424	0.0233	0.0759	0.0	0.0	0.0118	T033	0.5133	some echolalia
C2372079	Maintaining social interactions	36.6621	36.6621	0.4308	0.0116	0.0379	0.0	0.0	0.0	T054	0.8433	decreased social interactions
C0423044	Poor focus	36.3128	36.3128	0.8499	0.0931	0.6953	0.0885	0.0236	0.0	T033	0.6104	attention and focus
C1865897	Decreased nonverbal IQ	35.6622	35.6622	0.4191	0.0116	0.0632	0.0	0.0118	0.0	T033	0.7103	integrated verbal and nonverbal communication
C0871226	Reciprocity	35.6622	35.6622	0.4191	0.0815	0.0632	0.0506	0.0	0.0	T054	0.7782	social reciprocity
C2115901	thought processes executive functions problem-solving	35.0896	35.0896	1.63	0.0116	0.531	0.0	0.0472	0.0	T033	0.6355	executive function
C0150080	Communication Disorder, Social	34.9489	34.9489	1.2225	0.2096	0.3161	0.0506	0.0354	0.0	T048	0.8214	social communication disorder
C0424375	biting self	34.6711	34.6711	0.4075	0.0116	0.0253	0.0126	0.0118	0.0	T033	0.7385	self concept
C4237417	Social anxiety disorder (social phobia)	34.6711	34.6711	0.4075	0.0	0.531	0.0	0.0118	0.0	T048	0.7708	anxiety disorders
C0562476	Self-stimulative behavior	34.6711	34.6711	0.4075	0.0582	0.0253	0.0	0.0118	0.0	T033	1.0	finger-play behavior
C2678119	Impaired attentional and executive function	34.0416	34.0416	2.3518	0.0	0.4678	0.0126	0.0707	0.0	T033	0.7942	executive function
C1847610	Deficit in expressive language	33.6802	33.6802	0.3959	0.0116	0.2149	0.0253	0.0118	0.0	T033	0.9329	expressive language
C0021122	disruptive, impulse-control, and conduct disorder	33.6802	33.6802	0.3959	0.0699	0.2023	0.0253	0.0118	0.0	T048	0.621	impulse control and regulation
C0241703	high pitched voice	33.6009	33.6009	1.1759	0.0582	0.3287	0.0253	0.0354	0.0	T033	0.6811	high pitched quality of speech
C0085077	SWEET SYNDROME	32.8037	32.8037	0.7684	0.0582	0.2528	0.0253	0.0236	0.0	T047	0.8238	cri-du-chat syndrome
C0349339	Other childhood emotional disorders	32.681	32.681	0.3842	0.0931	0.0379	0.0253	0.0118	0.0354	T048	0.5796	anxiety disorders
C1821250	Nasal tone to voice	32.3047	32.3047	0.7568	0.0582	0.1391	0.0126	0.0236	0.0	T033	0.6225	speech tone high-pitched
C0037431	problem social	32.1965	32.1965	3.3066	0.0582	1.5803	0.0632	0.1061	0.0236	T033	0.8042	repetition, nos
C1171217	Sexual behavior analysis	31.6906	31.6906	0.3726	0.0116	0.0126	0.0	0.0	0.0	T058	0.6432	finger-play behavior
C2115875	thought disorder	31.6906	31.6906	0.3726	0.2911	0.2023	0.3793	0.0	0.0707	T033	0.6163	social interaction disorder
C0016667	Fragile x syndrome	31.0952	31.0952	2.5032	0.4308	0.3034	0.0759	0.0825	0.0236	T047	1.0	fragile x syndrome
C4075456	Difficulty adhering to rules and boundaries	30.6919	30.6919	0.3609	0.0	0.0379	0.0	0.0118	0.0	T033	0.5032	adherence to rules in the community
C4021799	Restrictive behaviour	30.6919	30.6919	0.3609	0.0699	0.2655	0.0885	0.0	0.0118	T048	1.0	finger-play behavior
C0233743	Prosody	30.3013	30.3013	0.7102	0.0233	0.0885	0.0126	0.0236	0.0	T033	0.7806	atypical prosody
C0260667	Problem with sexual function	29.702	29.702	0.3493	0.0349	0.3666	0.0379	0.0118	0.0	T033	0.55	sexual issues
C3840154	Developmental delay in receptive-expressive language	28.7037	28.7037	0.3376	0.0	0.1643	0.0126	0.0118	0.0	T048	0.8367	delay language
C2220010	Socially inappropriate behavior	28.7037	28.7037	0.3376	0.0116	0.0379	0.0253	0.0	0.0	T048	0.7134	self-abusive behavior
C3825303	Nonverbal communication in infants	28.7037	28.7037	0.3376	0.0	0.0	0.0	0.0	0.0	T041	0.5069	communication verbal
C1837397	Global developmental delay, severe	28.7037	28.7037	0.3376	0.0349	0.1138	0.0	0.0118	0.0	T033	0.5471	developmental capability
C0424323	Physical aggression	28.5543	28.5543	11.3867	4.4359	2.9456	1.3401	0.448	0.2476	T033	0.678	aggressive behavior
C0557874	global developmental delay	28.2329	28.2329	5.0646	0.2445	0.8723	0.0379	0.1886	0.0118	T048	0.5336	mental retardation
C1145677	Language Ability	27.8019	27.8019	0.652	0.0582	0.2276	0.0	0.0236	0.0118	T041	1.0	language ability
C0700613	Anxiety state NOS	27.7142	27.7142	0.326	0.0116	0.1896	0.0379	0.0118	0.0	T048	0.6873	social anxiety
C0454655	Semantic Pragmatic Disorder	27.7142	27.7142	0.326	0.0233	0.0379	0.0	0.0	0.0	T048	0.6475	social interaction disorder
C0518198	Uses imagination during play activities	27.7142	27.7142	0.326	0.0466	0.0632	0.0	0.0	0.0	T033	0.6837	participation in play activities
C0564213	Difficulty using language	27.5284	27.5284	2.8408	0.0116	0.4425	0.0379	0.1061	0.0118	T033	0.8538	delayed; language
C2673260	Limited expressive language	26.7249	26.7249	0.3144	0.0116	0.0506	0.0	0.0	0.0	T033	1.0	expressive language
C0023292	Activities, Leisure	26.7249	26.7249	0.3144	0.0233	0.0253	0.0	0.0118	0.0	T056	0.6024	engagement in social activities
C0349208	episodes manic	26.7249	26.7249	0.3144	0.163	0.354	0.1643	0.0118	0.0	T048	0.6975	manic - pacing
C2610396	crying behavior	25.7274	25.7274	0.3027	0.0	0.2908	0.0	0.0	0.0	T055	0.6643	self-abusive behavior
C0238111	lennox gastaut syndrome	25.7274	25.7274	0.3027	0.0233	0.0379	0.0	0.0	0.0	T047	0.8238	cri-du-chat syndrome
C0237208	difficulty expressing intimacy	25.7274	25.7274	0.3027	0.0466	0.0759	0.0	0.0118	0.0	T033	0.5006	difficulty establishing close relationships
C0037769	West syndrome	25.7274	25.7274	0.3027	0.0466	0.0632	0.0253	0.0118	0.0	T047	0.8238	cri-du-chat syndrome
C0023186	Academic skill disorder, NOS	24.9997	24.9997	2.3053	0.2329	2.1618	0.2149	0.0943	0.0589	T048	0.7353	loss of language skills or other skills
C3845947	Very limited	24.8038	24.8038	0.5821	0.0233	0.1264	0.0	0.0236	0.0	T033	0.6569	limited attempt
C0338982	Other specific developmental learning difficulties	24.7386	24.7386	0.2911	0.0466	0.1517	0.0632	0.0118	0.0472	T048	0.5646	learning disorders
C0150820	Verbal Communication	24.7386	24.7386	0.2911	0.0233	0.0379	0.0	0.0118	0.0	T054	1.0	communication verbal
C0510084	Determine the motive, reason, or underlying dynamics for the behaviors	24.7386	24.7386	0.2911	0.0349	0.1138	0.0	0.0118	0.0	T058	0.5195	ritualized behaviors
C0001950	alcohol; intoxication, idiosyncratic	24.7386	24.7386	0.2911	0.0931	0.0253	0.0506	0.0	0.0	T048	0.6798	neologisms idiosyncratic language notavailable
C0679005	Social Skill	24.2274	24.2274	3.0504	0.2561	0.3793	0.0379	0.1297	0.0472	T054	0.7653	lacks social skills (poor, impaired, limited)
C0003910	articulation disorder	23.7415	23.7415	0.2794	0.0116	0.2023	0.0126	0.0118	0.0	T048	0.8079	delayed; articulation
C1839029	Intellectual delay	23.7415	23.7415	0.2794	0.0	0.0506	0.0	0.0	0.0	T033	0.6811	delay language
C1535926	Neurodevelopmental Disorders	22.8063	22.8063	2.1073	0.2561	0.3793	0.1264	0.0943	0.0236	T048	0.6163	social interaction disorder
C1849159	Anxious affect	22.7532	22.7532	0.2678	0.0116	0.0759	0.0126	0.0118	0.0118	T033	0.5429	distant or preoccupied affect
C1851085	Severe expressive language delay	22.7532	22.7532	0.2678	0.0233	0.0126	0.0	0.0	0.0	T048	0.8888	expressive language
C0237113	language speech	22.7532	22.7532	0.2678	0.0233	0.1138	0.0	0.0	0.0	T033	1.0	delayed; language
C1854494	Slow progression	22.7532	22.7532	0.2678	0.0233	0.0759	0.0253	0.0	0.0	T033	0.5771	understanding logical progression
C1405458	language; problem	22.7532	22.7532	0.2678	0.0349	0.1391	0.0253	0.0118	0.0	T048	1.0	delayed; language
C4064943	idiosyncratic language	22.7532	22.7532	0.2678	0.0349	0.0253	0.0506	0.0118	0.0	T033	0.9524	neologisms idiosyncratic language notavailable
C0338986	atypical; autism	22.7532	22.7532	0.2678	0.0466	0.0506	0.0379	0.0	0.0	T048	0.7499	autistic disorder
C0561744	Visual short-term memory performance	22.3108	22.3108	0.5239	0.0	0.1896	0.0126	0.0236	0.0	T033	0.6863	working memory
C0541919	DYSTONIC REACTION	22.3108	22.3108	0.5239	0.1514	0.2149	0.0632	0.0236	0.0	T033	0.678	echo reaction
C0036602	Self Stimulation	21.8666	21.8666	0.7684	0.0582	0.1264	0.0506	0.0354	0.0118	T041	0.8323	general self stimulation
C0339017	Depressive conduct disorder	21.7565	21.7565	0.2561	0.0	0.0506	0.0126	0.0	0.0	T048	0.5146	autistic disorder
C3516948	Evaluation of hearing rehabilitation	21.7565	21.7565	0.2561	0.0116	0.1391	0.0126	0.0118	0.0	T058	0.538	hearing loss
C0557378	Poor awareness safety at work	21.7565	21.7565	0.2561	0.0233	0.0759	0.0	0.0	0.0	T033	0.5133	interpersonal awareness
C0517029	Participates in social interaction	21.7565	21.7565	0.2561	0.0233	0.0506	0.0126	0.0	0.0	T033	0.7701	spontaneous social interaction
C0233741	repetition of phrases	21.7565	21.7565	0.2561	0.0349	0.0126	0.0	0.0	0.0	T033	0.8954	phrases
C0023013	Developments, Language	21.7565	21.7565	0.2561	0.0699	0.2149	0.0253	0.0118	0.0236	T041	1.0	language development
C0024523	Malabsorption syndromes	21.7565	21.7565	0.2561	0.1397	0.0126	0.0	0.0118	0.0	T047	0.8238	cri-du-chat syndrome
C0028765	Obsessive behavior	20.8661	20.8661	0.7335	0.0582	0.3161	0.0506	0.0354	0.0	T055	1.0	finger-play behavior
C0454641	Expressive language delay	20.8172	20.8172	0.489	0.0116	0.2276	0.0126	0.0236	0.0	T047	1.0	language delay
C0549240	nodding of head	20.8172	20.8172	0.489	0.0233	0.1643	0.0506	0.0236	0.0	T033	1.0	nodding
C0548845	Cognitive impairment caused by developmental disability	20.7687	20.7687	0.2445	0.0116	0.0126	0.0	0.0	0.0	T033	0.6601	semantic-pragmatic impairment
C0556279	Personal care impairment	20.7687	20.7687	0.2445	0.0116	0.1011	0.0	0.0118	0.0	T033	0.6812	semantic-pragmatic impairment
C0233641	Concrete thinking	20.7687	20.7687	0.2445	0.0233	0.0253	0.0	0.0	0.0	T048	0.7961	visual thinking
C0426886	Tapering fingers (finding)	20.7687	20.7687	0.2445	0.0233	0.1264	0.0506	0.0118	0.0	T033	0.7352	finger wiggling
C0035372	syndrome rett	20.7687	20.7687	0.2445	0.0699	0.0126	0.0	0.0	0.0	T047	1.0	rett syndrome
C0235828	LACK OF EFFICACY	20.3211	20.3211	0.4774	0.0116	0.3034	0.0	0.0236	0.0118	T033	1.0	lack of connecting
C0236801	Specific phobia	20.1616	20.1616	0.9431	0.4774	0.67	0.2655	0.0472	0.0472	T048	0.548	anxiety disorders
C0237849	Peeling of skin	19.8207	19.8207	0.4657	0.0815	0.2023	0.0	0.0236	0.0	T033	0.5246	skin indications
C0042531	Verbal Learning	19.781	19.781	0.2329	0.0116	0.1896	0.0126	0.0118	0.0	T041	0.729	learning imitation
C0566189	Difficulty communicating feelings	19.781	19.781	0.2329	0.0	0.1011	0.0	0.0118	0.0	T033	0.6254	ability to convey feelings
C1839793	Autistic-like behavior	19.781	19.781	0.2329	0.0116	0.0506	0.0	0.0	0.0	T033	1.0	finger-play behavior
C0566093	Difficulty maintaining conversation	19.781	19.781	0.2329	0.0	0.0379	0.0	0.0	0.0	T033	0.7436	difficulty sustaining conversation
C0476548	Undue concern and preoccupation with stressful events	19.781	19.781	0.2329	0.0466	0.0632	0.0632	0.0118	0.0236	T033	0.6088	preoccupation with trash, bathrooms, memorizing birthdays
C1845866	Behavioral changes consistent with an autistic disorder	19.781	19.781	0.2329	0.0582	0.0126	0.1391	0.0118	0.0	T033	0.7832	autistic disorder
C0454633	Articulatory defect, NOS	19.3247	19.3247	0.4541	0.0349	0.177	0.0	0.0236	0.0	T033	0.6353	congenital kidney defect
C2189305	verbal communication difficulty reading listener cues	19.0868	19.0868	1.7697	0.0466	0.7965	0.0126	0.0943	0.0236	T033	0.7158	verbal communication
C0023014	Language Development Disorders	18.8643	18.8643	0.6636	0.0233	0.177	0.0	0.0354	0.0118	T048	0.8451	language development
C1319136	Self-directed care behaviour	18.7851	18.7851	0.2212	0.0116	0.0759	0.0	0.0	0.0	T055	0.7348	finger-play behavior
C0544011	Mixed ocular disease or syndrome	18.7851	18.7851	0.2212	0.0	1.201	0.0	0.0	0.0	T047	0.5264	cri-du-chat syndrome
C0814066	emotional self-management	18.7851	18.7851	0.2212	0.0	0.0253	0.0	0.0	0.0	T055	0.5287	emotional outbursts
C3843246	Extreme difficulty	18.7851	18.7851	0.2212	0.0	0.0885	0.0126	0.0118	0.0	T033	0.6078	difficulty answering questions
C3862375	socially immature for age	18.7851	18.7851	0.2212	0.0233	0.1011	0.0126	0.0118	0.0	T033	0.5063	socially isolated
C2371970	Learning through pretend play	18.7851	18.7851	0.2212	0.1164	0.0253	0.0	0.0118	0.0	T041	0.8051	some pretend play
C1836550	Loss of developmental milestones	18.7851	18.7851	0.2212	0.1281	0.0506	0.0126	0.0118	0.0	T033	0.6833	motor milestones
C4014067	Hyperactivity (in some patients)	18.1521	18.1521	0.8499	0.0	0.354	0.0379	0.0472	0.0	T033	0.6514	some echolalia
C0851406	anxiety disorders and symptoms	18.0317	18.0317	1.467	0.0116	2.933	0.0379	0.0825	0.0118	T048	0.7874	anxiety disorders
C0855217	Lack of spontaneous speech	17.829	17.829	0.4191	0.1048	0.1264	0.0632	0.0236	0.0	T048	0.77	very little spontaneous speech
C0349391	Verbal Apraxia	17.7979	17.7979	0.2096	0.0	0.0253	0.0	0.0	0.0	T048	0.557	verbal repetition
C0751554	Tic Disorders, Motor	17.7979	17.7979	0.2096	0.0116	0.177	0.0126	0.0	0.0	T047	0.5623	tics and mannerisms
C0558092	Lacks confidence	17.7979	17.7979	0.2096	0.0	0.7712	0.0253	0.0118	0.0	T033	0.5485	lack of connecting
C0086133	Syndromes, Depressive	17.7979	17.7979	0.2096	0.0	0.0	0.0126	0.0	0.0	T048	0.688	depressive disorder
C0233534	Aggressive biting	17.7979	17.7979	0.2096	0.0116	0.0379	0.0126	0.0	0.0	T055	0.8039	arm biting
C2128990	toe deformity progressively worsening	17.7979	17.7979	0.2096	0.0116	0.2023	0.0126	0.0	0.0118	T184	0.5415	toe walking
C4061972	Work difficulty	17.7979	17.7979	0.2096	0.0233	0.2149	0.0126	0.0118	0.0	T033	0.6078	difficulty answering questions
C2198595	milestone: has a social smile	17.7979	17.7979	0.2096	0.0349	0.1011	0.0	0.0118	0.0	T033	0.6886	eye contact is present only sporadically; exhibits social smile only sporadically
C1954751	microdeletion syndrome	17.7979	17.7979	0.2096	0.0466	0.0253	0.0126	0.0	0.0	T047	0.6324	cri-du-chat syndrome
C0233756	COMPLAINT SOMATIC MULTIPLE	17.6854	17.6854	3.8188	0.4424	2.3009	0.2908	0.224	0.0589	T184	0.5099	digestive complaints
C0589042	Organisational skills	17.3335	17.3335	0.4075	0.0116	0.5689	0.0379	0.0236	0.0	T041	0.7353	loss of language skills or other skills
C2945552	Attention-deficit hyperactivity disorder, combined type	17.2206	17.2206	4.8434	0.4075	3.6915	0.4298	0.2947	0.0589	T048	0.5668	attention deficit disorder with hyperactivity
C0454649	Developmental syntactic impairment	17.1618	17.1618	1.0013	0.0466	0.354	0.0	0.0589	0.0118	T048	0.5801	semantic-pragmatic impairment
C0233697	obsessions	16.9684	16.9684	5.3208	1.3739	1.8837	1.4286	0.3301	0.224	T048	0.6106	compulsions or rituals
C0814299	factors risk genetic	16.8682	16.8682	0.5938	0.0116	0.0379	0.0	0.0354	0.0	T033	0.7338	risk factor
C0454642	receptive language delay	16.8381	16.8381	0.3959	0.0233	0.1011	0.0126	0.0236	0.0118	T048	1.0	language delay
C0005899	Body Rocking	16.8381	16.8381	0.3959	0.0466	0.0632	0.0253	0.0236	0.0	T055	1.0	body rocking
C0154515	Alcohol abuse, episodic drinking behavior	16.8381	16.8381	0.3959	0.0699	0.1011	0.0	0.0236	0.0	T048	0.5679	alcohol drinking
C1855555	Poor gross and fine motor coordination	16.8025	16.8025	0.1979	0.0	0.0632	0.0126	0.0	0.0	T033	0.6663	gross motor skills
C3693500	severe mood disorder	16.8025	16.8025	0.1979	0.0116	0.0885	0.0126	0.0	0.0	T048	0.6969	mood disorders
C0002768	Congenital insensitivity to pain	16.8025	16.8025	0.1979	0.0116	0.0126	0.0126	0.0	0.0	T047	0.6121	indifference to pain
C1862474	Decreased facial expressions	16.8025	16.8025	0.1979	0.0116	0.0	0.0	0.0118	0.0	T033	1.0	facial expressions
C0546878	nodding; spasm	16.8025	16.8025	0.1979	0.0116	0.3666	0.0253	0.0118	0.0	T047	1.0	nodding
C4237324	Other specified depressive disorder	16.8025	16.8025	0.1979	0.0	0.1264	0.0253	0.0118	0.0	T048	0.868	depressive disorder
